reference_id,name_or_id,original_smiles,canonical_smiles,parent_smiles,IC50_IKr,IC50_INa,IC50_ICaL,ic50_source,risk_label,risk_label_source,assay_context,reference,record_version
mol_80e386c54cfc0f11,,COc1cc(C(F)(F)F)ccc1COCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1.O=C(O)/C=C/C(=O)O,COc1cc(C(F)(F)F)ccc1COCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1.O=C(O)/C=C/C(=O)O,COc1cc(C(F)(F)F)ccc1COCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1.O=C(O)/C=C/C(=O)O,,6100.0,,INa,,,,,
mol_80e55127e42a1129,,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,172000.0,,,IKr,,,,,
mol_80e813b1d460116d,,N[C@@H]1c2cccc(F)c2CC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,N[C@@H]1c2cccc(F)c2CC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,N[C@@H]1c2cccc(F)c2CC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,2200.0,,,IKr,,,,,
mol_80e895d12487a092,,Fc1ccc(-c2cc(no2)C(=O)N[C@H]2CCN(CC3CC3)C[C@@H]2C(=O)NC2(CC2)c2ncccn2)c(F)c1,O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,5700.0,,,IKr,,,,,
mol_80eaa7d91868a82c,,CCN(C)C(=O)Oc1cc(cc2cccnc12)C(C)N(C)C,CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2cccnc12,CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2cccnc12,30000.0,,,IKr,,,,,
mol_80ec4adcc824df90,,Clc1cccc(c1)-c1cnc2ccc(NC3CCOCC3)nn12,Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,30000.0,,,IKr,,,,,
mol_80ed85c2961eec66,,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,5700.0,,,IKr,,,,,
mol_80f0333e7a7c4deb,,CC(C)N1CCN(C(=O)N2Cc3ccccc3C2)CC1,CC(C)N1CCN(C(=O)N2Cc3ccccc3C2)CC1,CC(C)N1CCN(C(=O)N2Cc3ccccc3C2)CC1,19411.76,,,IKr,,,,,
mol_80f14cf0ef691249,,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1,1000.0,,,IKr,,,,,
mol_80f23ed920ee2f5a,,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,120.23,,,IKr,,,,,
mol_80f773b0205e4915,,C[C@@H]1OCC2(CCN(CC2)c2nc3[nH]nc(-c4ccncc4)c3c(=O)n2C)[C@@H]1N,C[C@@H]1OCC2(CCN(c3nc4[nH]nc(-c5ccncc5)c4c(=O)n3C)CC2)[C@@H]1N,C[C@@H]1OCC2(CCN(c3nc4[nH]nc(-c5ccncc5)c4c(=O)n3C)CC2)[C@@H]1N,30000.0,,,IKr,,,,,
mol_80fc1866bef76e79,,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(C2=CC(=O)OC2)C3)ccc2c1COC2=O,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(C2=CC(=O)OC2)C3)ccc2c1COC2=O,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(C2=CC(=O)OC2)C3)ccc2c1COC2=O,90000.0,,,IKr,,,,,
mol_81021dcb9bf51b89,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(CC2)S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1F,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(S(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)cc1F,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(S(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)cc1F,,46.0,,INa,,,,,
mol_810603bc87c56a63,,N[C@@H]1CO[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc3ccc4OCC(=O)Nc4n3)c2n1,N[C@@H]1CO[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,N[C@@H]1CO[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,3300.0,,,IKr,,,,,
mol_8107dac3b5286ce2,,CCC(O)(CC)[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,CCC(O)(CC)[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,CCC(O)(CC)[C@H]1CN(C2CCN(c3nnc(N)[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,62500.0,,,IKr,,,,,
mol_810aa5c124746d73,,CN1CCN(CC1)c1ccc2nc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccc(N)nc2)cc1,CN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,CN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,4700.0,,,IKr,,,,,
mol_810c6f0e9246f5b6,,Cc1c(N2CCC(C2)C2(N)CC2)c(F)cc2c(Cc3noc(=O)[nH]3)cc(=O)n(C3CC3)c12,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(Cc3noc(=O)[nH]3)cc(=O)n(C3CC3)c12,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(Cc3noc(=O)[nH]3)cc(=O)n(C3CC3)c12,30000.0,,,IKr,,,,,
mol_8116aeb00b4c5e2a,,CC(C)C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,CC(C)C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,CC(C)C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,,7861.0,,INa,,,,,
mol_8121e67da64dbf74,,Cc1ncoc1-c1nnc(SCCCNC2CC3CC3(C2)c2ccccc2)n1C,Cc1ncoc1-c1nnc(SCCCNC2CC3CC3(c3ccccc3)C2)n1C,Cc1ncoc1-c1nnc(SCCCNC2CC3CC3(c3ccccc3)C2)n1C,7943.28,,,IKr,,,,,
mol_8124bcd9c8463f12,,Fc1cccc(Oc2cc(F)c(F)cc2N2CCC3(C2)CCNCC3)c1,Fc1cccc(Oc2cc(F)c(F)cc2N2CCC3(CCNCC3)C2)c1,Fc1cccc(Oc2cc(F)c(F)cc2N2CCC3(CCNCC3)C2)c1,794.0,,,IKr,,,,,
mol_81276285202dfc94,,Cl.Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc3ccccc3c2c1,Cl.Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc3ccccc3c2c1,Cl.Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc3ccccc3c2c1,50.0,,,IKr,,,,,
mol_8128140b699cf0b5,,CN1C(C)(C)CC(CC1(C)C)Nc1nc2c(cnn2c(N)c1-c1ccccc1)-c1ccc(cc1)C(=O)N1C[C@@H]2C[C@H]1CO2,CN1C(C)(C)CC(Nc2nc3c(-c4ccc(C(=O)N5C[C@@H]6C[C@H]5CO6)cc4)cnn3c(N)c2-c2ccccc2)CC1(C)C,CN1C(C)(C)CC(Nc2nc3c(-c4ccc(C(=O)N5C[C@@H]6C[C@H]5CO6)cc4)cnn3c(N)c2-c2ccccc2)CC1(C)C,3750.0,,,IKr,,,,,
mol_813161ee963b725c,,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)C1CCOC1)C2,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)C1CCOC1)C2,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)C1CCOC1)C2,3600.0,,,IKr,,,,,
mol_81327912e7f97a2e,,Cc1nc(C)n(Cc2cn(nn2)-c2ccc(Cl)cc2)n1,Cc1nc(C)n(Cc2cn(-c3ccc(Cl)cc3)nn2)n1,Cc1nc(C)n(Cc2cn(-c3ccc(Cl)cc3)nn2)n1,10000.0,,,IKr,,,,,
mol_81338bcce1296680,,COc1nc2ccc(CN)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,COc1nc2ccc(CN)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,COc1nc2ccc(CN)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,1700.0,,,IKr,,,,,
mol_8134be435d376582,,C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,120.0,,,IKr,,,,,
mol_813a2c3ed814eaf6,,Cc1cc(Cl)ccc1-c1ccnc2cc(ccc12)S(=O)(=O)Nc1ncns1,Cc1cc(Cl)ccc1-c1ccnc2cc(S(=O)(=O)Nc3ncns3)ccc12,Cc1cc(Cl)ccc1-c1ccnc2cc(S(=O)(=O)Nc3ncns3)ccc12,,30000.0,,INa,,,,,
mol_813beaf41e71024c,,Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(OC(CF)CF)c2)n1,Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(OC(CF)CF)c2)n1,Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(OC(CF)CF)c2)n1,28000.0,,,IKr,,,,,
mol_814561241ed20daf,,Fc1cnc2cc(cnc2c1CCC12CCC(CC1)(CO2)NCc1ccc2OCC(=O)Nc2n1)C(F)(F)F,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,0.89,,,IKr,,,,,
mol_814d089fa242e5ee,,O=C1CN(c2cccc3c2cnn3-c2ccccc2F)CCN1CC(=O)N1CC[C@H](F)C1,O=C1CN(c2cccc3c2cnn3-c2ccccc2F)CCN1CC(=O)N1CC[C@H](F)C1,O=C1CN(c2cccc3c2cnn3-c2ccccc2F)CCN1CC(=O)N1CC[C@H](F)C1,,4400.0,,INa,,,,,
mol_81578e813dc3a6bf,,CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1,CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1,CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1,2944.0,,,IKr,,,,,
mol_815da7f9f1f967bd,,O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CC1)CC(=O)c1ncccc1O2,O=C1CC2(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)Oc2cccnc21,O=C1CC2(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)Oc2cccnc21,,,30000.0,ICaL,,,,,
mol_815fb99d078e9f78,,Cc1[nH]c2ccccc2c1CC1CCCCN1Cc1ccc(/C=C/C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CC1CCCCN1Cc1ccc(/C=C/C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CC1CCCCN1Cc1ccc(/C=C/C(=O)NO)cc1,9100.0,,,IKr,,,,,
mol_8163cbb89c37f2f3,,CN(C)C(=O)Cn1c2cc(cnc2n(C)c1=O)-c1cccc(c1)C(F)(F)F,CN(C)C(=O)Cn1c(=O)n(C)c2ncc(-c3cccc(C(F)(F)F)c3)cc21,CN(C)C(=O)Cn1c(=O)n(C)c2ncc(-c3cccc(C(F)(F)F)c3)cc21,10000.0,,,IKr,,,,,
mol_8164f98560004879,,Clc1cc(cc(Cl)n1)C(=O)Nc1ccc(cc1)[C@H]1CNCCO1,O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(Cl)nc(Cl)c1,O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(Cl)nc(Cl)c1,11390.0,,,IKr,,,,,
mol_816e1bed4eb9e714,,Cc2cc(C#Cc1ccccc1)cnc2NC(=O)c5cc(c4cnn(C3CCOC3)c4)ccc5Cl,Cc1cc(C#Cc2ccccc2)cnc1NC(=O)c1cc(-c2cnn(C3CCOC3)c2)ccc1Cl,Cc1cc(C#Cc2ccccc2)cnc1NC(=O)c1cc(-c2cnn(C3CCOC3)c2)ccc1Cl,220.0,,,IKr,,,,,
mol_816e7f6bf8971814,,COc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,COc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,COc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,10000.0,,,IKr,,,,,
mol_8170e957a32f1b5a,,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,,248.0,,INa,,,,,
mol_817691538ae451aa,,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@@]3(C2)c2ccc(cc2)C(F)(F)F)n1C,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,2700.935,,,IKr,,,,,
mol_817df2e94de78cfc,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(F)cc3C(F)(F)F)CC2)cc1F,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(F)cc3C(F)(F)F)CC2)cc1F,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(F)cc3C(F)(F)F)CC2)cc1F,,5.2,,INa,,,,,
mol_8180a54ac992f9e6,,COc1ccc(F)c(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)c1,COc1ccc(F)c(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)c1,COc1ccc(F)c(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)c1,36000.0,,,IKr,,,,,
mol_81821f4e66a37fb7,,CC(O)(CS(N)(=O)=O)c1cc(F)cc(-c2nnn(Cc3cc(OC(F)(F)F)ccc3F)n2)c1,CC(O)(CS(N)(=O)=O)c1cc(F)cc(-c2nnn(Cc3cc(OC(F)(F)F)ccc3F)n2)c1,CC(O)(CS(N)(=O)=O)c1cc(F)cc(-c2nnn(Cc3cc(OC(F)(F)F)ccc3F)n2)c1,,30000.0,,INa,,,,,
mol_8183ffb3bd78472f,,CCC1C[C@H](N2CCC(CN3CCC(Oc4ccc(CO)c(Cl)c4)CC3)CC2)C(=O)O1,CCC1C[C@H](N2CCC(CN3CCC(Oc4ccc(CO)c(Cl)c4)CC3)CC2)C(=O)O1,CCC1C[C@H](N2CCC(CN3CCC(Oc4ccc(CO)c(Cl)c4)CC3)CC2)C(=O)O1,28183829.31,,,IKr,,,,,
mol_818ebb30cd6ec5f6,,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,16595.87,,,IKr,,,,,
mol_818f65352f7d533c,,COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1,COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1,COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1,2100.0,,,IKr,,,,,
mol_8193d173d526106c,,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cccnc5c4)c3c2)CC1,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cccnc5c4)c3c2)CC1,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cccnc5c4)c3c2)CC1,75800.0,,,IKr,,,,,
mol_8199c65a10b17a0b,,C[C@]1(Cn2c(cnc2C(N)=N1)C#N)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,10000.0,,,IKr,,,,,
mol_819d6167dc852438,,OC(C(c1ncco1)c1cccnc1)c1cccnc1-c1cccc(Cl)c1,OC(c1cccnc1-c1cccc(Cl)c1)C(c1cccnc1)c1ncco1,OC(c1cccnc1-c1cccc(Cl)c1)C(c1cccnc1)c1ncco1,30000.0,,,IKr,,,,,
mol_819d6926af345028,,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(CC(F)F)c(=O)[nH]c4c3)CC2)cn1,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(CC(F)F)c(=O)[nH]c4c3)CC2)cn1,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(CC(F)F)c(=O)[nH]c4c3)CC2)cn1,36000.0,,,IKr,,,,,
mol_819e23121ca4764f,,CCCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,CCCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,CCCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,1800.0,,,IKr,,,,,
mol_819f4a4ec423ce51,,Cc1c([C@@H]2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)nc4)C[C@H]3CO2)ccc(F)c1C#N,Cc1c([C@@H]2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)nc4)C[C@H]3CO2)ccc(F)c1C#N,Cc1c([C@@H]2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)nc4)C[C@H]3CO2)ccc(F)c1C#N,5900.0,,,IKr,,,,,
mol_81a436f4a39bc829,,CCn1cc([C@@]2(c3nnc(NC)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,CCn1cc([C@@]2(c3nnc(NC)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,CCn1cc([C@@]2(c3nnc(NC)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,1100.0,,,IKr,,,,,
mol_81a5c3a44fa179c3,,FC(F)(F)OC(=O)c1cc(COC(=O)N2C[C@H]3[C@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@H]3C2)cc(c1)C#N,N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,10000.0,,,IKr,,,,,
mol_81b19e2ae39650bd,,C(Oc1ccccc1)C#Cc1cc(cs1)-c1[nH]nc-2c1Cc1cc(Cn3ccnn3)ccc-21,C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4ccnn4)ccc2-3)cs1)COc1ccccc1,C(#Cc1cc(-c2[nH]nc3c2Cc2cc(Cn4ccnn4)ccc2-3)cs1)COc1ccccc1,10000.0,,,IKr,,,,,
mol_81b3850121c61e28,,CC(C)c1cc(cc2nc(oc12)-c1ccc(cc1)C(=O)NC[C@H]1CC[C@H](CC1)c1cccc(C)c1)C#N,Cc1cccc([C@H]2CC[C@@H](CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)c1,Cc1cccc([C@H]2CC[C@@H](CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)c1,11330.0,,,IKr,,,,,
mol_81b498a276a4ecef,,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,15000.0,,,IKr,,,,,
mol_81bb678bc4909788,,Fc1ccccc1Oc1cc(nc(n1)N1CCC2(CC1)CNCCO2)C(F)(F)F,Fc1ccccc1Oc1cc(C(F)(F)F)nc(N2CCC3(CC2)CNCCO3)n1,Fc1ccccc1Oc1cc(C(F)(F)F)nc(N2CCC3(CC2)CNCCO3)n1,1995.0,,,IKr,,,,,
mol_81bb6f72e38a43bf,,Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,10000.0,,,IKr,,,,,
mol_81be02253efe9344,,CS(=O)(=O)Nc1ccc2OC3(CCN(CC3)[C@@H]3CCc4cc(ccc4C3)C#N)C[C@@H](O)c2c1,CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,345.69,,,IKr,,,,,
mol_81bf3031fd8aae9d,,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)O)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)O)c2)CC1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)O)c2)CC1,50118.72,,,IKr,,,,,
mol_81c495b9c2bc44f6,,N[C@@H]1C[C@@H]1c1ccc(Br)cc1,N[C@@H]1C[C@@H]1c1ccc(Br)cc1,N[C@@H]1C[C@@H]1c1ccc(Br)cc1,18000.0,,,IKr,,,,,
mol_81c610ceae619625,,Fc1ccc(-c2nc(no2)C(=O)NC2CCN(CC2)C2CCCCC2)c(F)c1,O=C(NC1CCN(C2CCCCC2)CC1)c1noc(-c2ccc(F)cc2F)n1,O=C(NC1CCN(C2CCCCC2)CC1)c1noc(-c2ccc(F)cc2F)n1,2700.0,,,IKr,,,,,
mol_81c8871f052c3427,,CCc1nc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2o1,CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,5011.87,,,IKr,,,,,
mol_81caa59f79455a76,,Fc1ccc([C@H]2c3ccccc3CCN2C2=NC[C@@H]([C@@H]3CCNC3)O2)cc1,Fc1ccc([C@H]2c3ccccc3CCN2C2=NC[C@@H]([C@@H]3CCNC3)O2)cc1,Fc1ccc([C@H]2c3ccccc3CCN2C2=NC[C@@H]([C@@H]3CCNC3)O2)cc1,5400.0,,,IKr,,,,,
mol_81cbc6f9ca98cf6d,,OC(=O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,10000.0,,,IKr,,,,,
