reference_id,name_or_id,original_smiles,canonical_smiles,parent_smiles,IC50_IKr,IC50_INa,IC50_ICaL,ic50_source,risk_label,risk_label_source,assay_context,reference,record_version
mol_4d7b0f95a71e617d,,Cn1c(SCCCN2CC3CCN(C3C2)c2ccccc2F)nnc1-c1cnccn1,Cn1c(SCCCN2CC3CCN(c4ccccc4F)C3C2)nnc1-c1cnccn1,Cn1c(SCCCN2CC3CCN(c4ccccc4F)C3C2)nnc1-c1cnccn1,1000.0,,,IKr,,,,,
mol_4d80de08513889e9,,Clc1ccc2c(NCCCCNC3CCc4[nH]c(=O)ccc4C3)c3CCCCc3nc2c1,O=c1ccc2c([nH]1)CCC(NCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)C2,O=c1ccc2c([nH]1)CCC(NCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)C2,8069.0,,,IKr,,,,,
mol_4d85add8147dbcd0,,CCCc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1,CCCc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1,CCCc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3cnc4cccnc43)[C@H](C)C2)cn1,5900.0,,,IKr,,,,,
mol_4d89a76951a836b0,,C[C@@H](COc1ccc(F)cc1[C@@H](C)C(F)(F)F)N1CCn2c(ccc(-n3cnc(C)c3)c2=O)C1=O,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)COc2ccc(F)cc2[C@@H](C)C(F)(F)F)C3=O)cn1,Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)COc2ccc(F)cc2[C@@H](C)C(F)(F)F)C3=O)cn1,9200.0,,,IKr,,,,,
mol_4d8c653815849579,,CC#Cc1cccc2cc([C@H](C)Nc3ncnc(N)c3-c3nc(C)no3)n(-c3ccccc3)c(=O)c12,CC#Cc1cccc2cc([C@H](C)Nc3ncnc(N)c3-c3nc(C)no3)n(-c3ccccc3)c(=O)c12,CC#Cc1cccc2cc([C@H](C)Nc3ncnc(N)c3-c3nc(C)no3)n(-c3ccccc3)c(=O)c12,30000.0,,,IKr,,,,,
mol_4d91e6c54a9bed2d,,CC(C)N1CCC[C@H](Cn2c(C)nc3cnc(Oc4ccc(Cl)cc4F)cc3c2=O)C1,Cc1nc2cnc(Oc3ccc(Cl)cc3F)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,Cc1nc2cnc(Oc3ccc(Cl)cc3F)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,129.0,,,IKr,,,,,
mol_4d96b76b5073e0f6,,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2100.0,,,IKr,,,,,
mol_4d99c84b64e4c522,,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1cncc(Cl)c1,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1cncc(Cl)c1,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1cncc(Cl)c1,,6200.0,,INa,,,,,
mol_4d9aede9e298a377,,CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)c(F)cc1C,CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)c(F)cc1C,CC(=O)Nc1cc(Nc2cc(NC3CCC3)n3ncc(C#N)c3n2)c(F)cc1C,16000.0,,,IKr,,,,,
mol_4da841ccad59a678,,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1,10580.0,,,IKr,,,,,
mol_4da86d750ec2dbc1,,CC[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,CC[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,CC[C@H]1CN(C2CCN(c3nc(N)n[nH]3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1,33000.0,,,IKr,,,,,
mol_4da8e611a7015352,,CC(N1CC(COc2cc(F)c(cc2C2CC2)C(=O)NS(C)(=O)=O)C1)c1cc(Cl)cc(Cl)c1,CC(c1cc(Cl)cc(Cl)c1)N1CC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)C1,CC(c1cc(Cl)cc(Cl)c1)N1CC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)C1,,7.5,,INa,,,,,
mol_4dae62e38f0e8c55,,COc1cc(F)c(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,COc1cc(F)c(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,COc1cc(F)c(OCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3600.0,,,IKr,,,,,
mol_4db02cee248d53ef,,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,7830.5,7943.28,25119.0,"IKr,INa,ICaL",,,,,
mol_4db170b9748e85f4,,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,2900.0,,,IKr,,,,,
mol_4db6696bd66e3533,,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(-c3noc(=O)[nH]3)c(=O)n(C3CC3)c12,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(-c3noc(=O)[nH]3)c(=O)n(C3CC3)c12,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(-c3noc(=O)[nH]3)c(=O)n(C3CC3)c12,29000.0,,,IKr,,,,,
mol_4dd157af119ba6d1,,CCOc1ccc2cc(ccc2c1)-c1nn(C(C)CCO)c(N)c1C(N)=O,CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)ccc2c1,CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)ccc2c1,30000.0,,,IKr,,,,,
mol_4dd9a620d7941500,,CN(C)CCN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2cc[n+]([O-])cc2)cc1,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7cc[n+]([O-])cc7)[nH]6)CC5)cc4)nc3n2)CC1,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7cc[n+]([O-])cc7)[nH]6)CC5)cc4)nc3n2)CC1,7900.0,,,IKr,,,,,
mol_4dde74f9399d5644,,Cc1cnc(NC(=O)[C@H](COC2CCC2)Oc2ncnc3c2cnn3-c2ccccc2Cl)cn1,Cc1cnc(NC(=O)[C@H](COC2CCC2)Oc2ncnc3c2cnn3-c2ccccc2Cl)cn1,Cc1cnc(NC(=O)[C@H](COC2CCC2)Oc2ncnc3c2cnn3-c2ccccc2Cl)cn1,12589.25,,,IKr,,,,,
mol_4ddef2d14ea2fcb7,,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1,,240.0,,INa,,,,,
mol_4de0a3d125099eed,,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC1CCN(CC1)C(C)=O)C#N,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,30000.0,,,IKr,,,,,
mol_4de328463124d291,,CCCCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,CCCCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,CCCCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,4.29,,,IKr,,,,,
mol_4de6d07dfddf4a4f,,NC(=O)c1ccn(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)c1,NC(=O)c1ccn(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)c1,NC(=O)c1ccn(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)c1,3500.0,,,IKr,,,,,
mol_4dee2e8e6e37ee0e,,N[C@@H](Cc1nc(CCO)ccc1F)c1ccccc1-c1noc2ccccc12,N[C@@H](Cc1nc(CCO)ccc1F)c1ccccc1-c1noc2ccccc12,N[C@@H](Cc1nc(CCO)ccc1F)c1ccccc1-c1noc2ccccc12,,6500.0,,INa,,,,,
mol_4def3f5ff4def584,,OC(CN1C[C@H]2C[C@@H](C[C@@]2(O)C1)Oc1ccccc1F)c1ccc(O)cn1,Oc1ccc(C(O)CN2C[C@H]3C[C@H](Oc4ccccc4F)C[C@@]3(O)C2)nc1,Oc1ccc(C(O)CN2C[C@H]3C[C@H](Oc4ccccc4F)C[C@@]3(O)C2)nc1,18000.0,,,IKr,,,,,
mol_4df031af3e6d50fb,,CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C1CCCOCC1)CC2,CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C1CCCOCC1)CC2,CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C1CCCOCC1)CC2,850.0,,,IKr,,,,,
mol_4df5114bd070ddc6,,COc1ccc([C@@H]2C[C@@H](O)[C@@H](O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,COc1ccc([C@@H]2C[C@@H](O)[C@@H](O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,COc1ccc([C@@H]2C[C@@H](O)[C@@H](O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,,,7000.0,ICaL,,,,,
mol_4e04266b09afefd1,,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cccc(C(F)(F)F)c2)[C@@H]1C,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cccc(C(F)(F)F)c2)[C@@H]1C,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cccc(C(F)(F)F)c2)[C@@H]1C,9600.0,,,IKr,,,,,
mol_4e0843bf701c1558,,CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,50100.0,,,IKr,,,,,
mol_4e0c703eac2f8506,,CCCC1Oc2ccc(cc2C2(COC(N)=N2)C11COC1)-c1cncnc1,CCCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,CCCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,10000.0,,,IKr,,,,,
mol_4e12c5549e5abd90,,Fc1cc(OCC2CCN(CC2)c2cc(c(Cl)cn2)C(F)(F)F)c(cc1C(=O)NS(=O)(=O)C1CC1)C1CC1,O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC2CCN(c3cc(C(F)(F)F)c(Cl)cn3)CC2)cc1F,O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC2CCN(c3cc(C(F)(F)F)c(Cl)cn3)CC2)cc1F,,2.9,,INa,,,,,
mol_4e1b4460126fda7d,,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c1ccccc1,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,1200.0,,,IKr,,,,,
mol_4e2cf0f516352950,,CCOC(=O)[C@@H]1CC[C@@H](CC1)N1CC(C1)NC(=O)CNc1nn(CC(F)(F)F)c2ccc(cc12)C(F)(F)F,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC(F)(F)F)c4ccc(C(F)(F)F)cc34)C2)CC1,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC(F)(F)F)c4ccc(C(F)(F)F)cc34)C2)CC1,2500.0,,,IKr,,,,,
mol_4e302ff0dacf6580,,CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,20200.0,,,IKr,,,,,
mol_4e39ad965516a0bc,,CO[C@@H]1CN(CC2CCN(CC2)C(=O)NC(C)C)CC[C@@H]1NC(=O)c1cc(Cl)c(N)cc1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCN(C(=O)NC(C)C)CC2)C[C@H]1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCN(C(=O)NC(C)C)CC2)C[C@H]1OC,7551.0,,,IKr,,,,,
mol_4e3ab0f3d2bd3e61,,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(C3CCCCC3)cc1)C(=O)N2c1cc(O)ncn1,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(C3CCCCC3)cc1)C(=O)N2c1cc(O)ncn1,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(C3CCCCC3)cc1)C(=O)N2c1cc(O)ncn1,1000.0,,,IKr,,,,,
mol_4e3f662fec0cf76b,,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,330.0,,,IKr,,,,,
mol_4e410e20b11ec980,,CC1(C)C=Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,CC1(C)C=Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,CC1(C)C=Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,38018.94,,,IKr,,,,,
mol_4e453a94fdab7cfd,,Cn1c(SCCCN2CC3CCN(C3C2)c2ccccc2C(F)(F)F)nnc1-c1cnccn1,Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cnccn1,Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cnccn1,1582.5,,,IKr,,,,,
mol_4e4c819fb8a18e1c,,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,14000.0,,,IKr,,,,,
mol_4e510ba2a2271bbc,,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(CC(F)F)ccc1F,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(CC(F)F)ccc1F,C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(CC(F)F)ccc1F,,8602.0,,INa,,,,,
mol_4e5635390f6602eb,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(C(=O)Nc2ccccc2)CC1,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(C(=O)Nc2ccccc2)CC1,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(C(=O)Nc2ccccc2)CC1,,1900.0,,INa,,,,,
mol_4e5c36a6ce30a750,,CC(C)(C)NC(=O)Cn1c(CC2CCNCC2)nc2c(cc(cc12)C(F)(F)F)C(F)(F)F,CC(C)(C)NC(=O)Cn1c(CC2CCNCC2)nc2c(C(F)(F)F)cc(C(F)(F)F)cc21,CC(C)(C)NC(=O)Cn1c(CC2CCNCC2)nc2c(C(F)(F)F)cc(C(F)(F)F)cc21,,,10000.0,ICaL,,,,,
mol_4e5edd80786e9fe6,,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,4800.0,,,IKr,,,,,
mol_4e5ee32be3daa714,,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F,30902.95,,,IKr,,,,,
mol_4e63afdec1036a2e,,COc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)cc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,COc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)cc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,COc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)cc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,,20700.0,,INa,,,,,
mol_4e645778323b486e,,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NC2(c3ccccc3)CCC2)cc1F,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NC2(c3ccccc3)CCC2)cc1F,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NC2(c3ccccc3)CCC2)cc1F,,11888.0,,INa,,,,,
mol_4e6ed15a110fc87f,,COc1cc(-c2cn(CC(=O)NC3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,COc1cc(-c2cn(CC(=O)NC3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,COc1cc(-c2cn(CC(=O)NC3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,4030.0,,,IKr,,,,,
mol_4e6f3ca4f3245492,,CCNC(=O)Nc1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,CCNC(=O)Nc1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,CCNC(=O)Nc1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,81700.0,,,IKr,,,,,
mol_4e701ce6de712be7,,CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1,3700.0,,,IKr,,,,,
mol_4e77fa47d5c961f5,,N[C@H](CO)Cn1ccc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,N[C@H](CO)Cn1ccc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,N[C@H](CO)Cn1ccc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,9000.0,,,IKr,,,,,
mol_4e818d9ae1e1c066,,CN(C)S(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ccnc2[nH]ccc12,CN(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,CN(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,30000.0,,,IKr,,,,,
mol_4e8279817bfe3ed1,,COc1cc(OC)c2nnc3n(C)nc(-c4cccnc4C)c3c2c1,COc1cc(OC)c2nnc3c(c(-c4cccnc4C)nn3C)c2c1,COc1cc(OC)c2nnc3c(c(-c4cccnc4C)nn3C)c2c1,30000.0,,,IKr,,,,,
mol_4e85e4b5b7ff8193,,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,20720.0,,,IKr,,,,,
mol_4e85f34cfc2c16c8,,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,14000.0,,,IKr,,,,,
mol_4e8800f087b12771,,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(c2)-c2ccc(cc2)C(F)(F)F)CC1,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,31600.0,,,IKr,,,,,
mol_4e884e5db7d7b5fb,,COc1nc2ccccc2cc1-c1nnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)o1,COc1nc2ccccc2cc1-c1nnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)o1,COc1nc2ccccc2cc1-c1nnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)o1,13000.0,,,IKr,,,,,
mol_4e8cce8720ba6859,,CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2,CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2,CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2,200.0,,,IKr,,,,,
mol_4e8fc75f796c15a3,,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccn1Cc1ccc(Cl)cc1,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccn1Cc1ccc(Cl)cc1,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cccn1Cc1ccc(Cl)cc1,,3700.0,,INa,,,,,
mol_4e933e12c6be3ebb,,CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OC(F)(F)F)cc1,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,7943.28,1995.26,,IKr,,,,,
mol_4e949fc9dd3d8477,,N#Cc1cnc(Nc2cc(NC[C@@H]3CNCCO3)c(C#CC3(O)CCCC3)cn2)cn1,N#Cc1cnc(Nc2cc(NC[C@@H]3CNCCO3)c(C#CC3(O)CCCC3)cn2)cn1,N#Cc1cnc(Nc2cc(NC[C@@H]3CNCCO3)c(C#CC3(O)CCCC3)cn2)cn1,16000.0,,,IKr,,,,,
mol_4e96d82ad34a707a,,CCC(Nc1ccc(S(=O)(=O)Nc2ncns2)cc1Cl)c1ccccc1,CCC(Nc1ccc(S(=O)(=O)Nc2ncns2)cc1Cl)c1ccccc1,CCC(Nc1ccc(S(=O)(=O)Nc2ncns2)cc1Cl)c1ccccc1,,21247.0,,INa,,,,,
mol_4e972535d990d1da,,Cc1ncc(-c2cc(NC(=O)c3ccc(OCc4ccccn4)cc3)c(C)cc2C)[nH]1,Cc1ncc(-c2cc(NC(=O)c3ccc(OCc4ccccn4)cc3)c(C)cc2C)[nH]1,Cc1ncc(-c2cc(NC(=O)c3ccc(OCc4ccccn4)cc3)c(C)cc2C)[nH]1,12000.0,,,IKr,,,,,
mol_4e979b32fdf724f6,,NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc(-c3ccccc3)[nH]c12,NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc(-c3ccccc3)[nH]c12,NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc(-c3ccccc3)[nH]c12,11600.0,,,IKr,,,,,
mol_4e9ea0ea9362ef35,,OC(=O)c1cc(-c2ccc(cc2)[C@H]2C[C@H]3C[C@@H]2CN3)c2ccc(cc2c1)-c1ccc(cc1)C(F)(F)F,O=C(O)c1cc(-c2ccc([C@H]3C[C@H]4C[C@@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,O=C(O)c1cc(-c2ccc([C@H]3C[C@H]4C[C@@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,30000.0,,,IKr,,,,,
mol_4ea0af723b2f3093,,O=S(=O)(Nc1nccs1)c1ccc(NC(c2ccccc2)C2CC2)c(Cl)c1,O=S(=O)(Nc1nccs1)c1ccc(NC(c2ccccc2)C2CC2)c(Cl)c1,O=S(=O)(Nc1nccs1)c1ccc(NC(c2ccccc2)C2CC2)c(Cl)c1,,9270.0,,INa,,,,,
