smiles,IC50_nM
CNC[C@@H](c1ccc(Cl)c(Cl)c1)[C@@H](OC)c1cccc(NS(=O)(=O)C(F)(F)F)c1,4700.0
CNC[C@@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(NC(C)=O)c1,33000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](O)c1ccc2c(c1)OCCO2,11000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](O)c1ccccc1F,12000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](O)c1cccnc1,25000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@@H](O)c1cccs1,6100.0
CNC[C@@H](c1ccc2ccccc2c1)[C@H](O)c1ccccc1,32000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@H](O)c1ccccc1F,33000.0
CNC[C@@H](c1ccc2ccccc2c1)[C@H](O)c1ccccn1,33000.0
CNC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,1610.0
CNC[C@@H]1C[C@H](c2ccc(OC(F)(F)F)cc2)N1Cc1ccccc1OC(F)(F)F,12700.0
CNC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,2000.0
CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@H](C1)[C@@](O)(CCCCOC)c1cccc(Cl)c1,30000.0
CNC[C@H](C[C@H](O)c1ccccc1)c1ccc2ccccc2c1,13000.0
CNC[C@H](Cc1ccccc1O)c1ccc2ccccc2c1,6100.0
CNC[C@H]([C@@H](O)c1ccc2OCCOc2c1)c1ccc2ccccc2c1,11000.0
CNC[C@H]([C@@H](O)c1cccc(SC)c1)c1ccc(Cl)c(Cl)c1,2200.0
CNC[C@H]([C@@H](O)c1ccccc1)c1ccc(Br)c(Cl)c1,6800.0
CNC[C@H]([C@@H](O)c1ccccc1)c1ccc(Cl)c(Cl)c1,11000.0
CNC[C@H]([C@@H](O)c1ccccc1F)c1ccc2ccccc2c1,12000.0
CNC[C@H]([C@@H](O)c1cccnc1)c1ccc2ccccc2c1,25000.0
CNC[C@H]([C@@H](O)c1cccs1)c1ccc2ccccc2c1,6100.0
CNC[C@H]([C@@H](O)c1ccsc1)c1ccc(Cl)c(Cl)c1,1600.0
CNC[C@H]([C@@H](OC)c1cccc(NS(=O)(=O)C(F)(F)F)c1)c1ccc(Cl)c(Cl)c1,4700.0
CNC[C@H](c1ccc(Br)c(Cl)c1)[C@@H](O)c1ccccc1,23000.0
CNC[C@H](c1ccc(Br)c(Cl)c1)[C@H](O)c1ccccc1,7100.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1cccc(I)c1,3800.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1cccc(N)c1,33000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1cccc(NC(C)=O)c1,33000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1,31000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1-c1cccs1,21000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1SC,8000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1[N+](=O)[O-],19000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(Br)c1,3000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(I)c1,3800.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(N)c1,33000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(OC)n1,12000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1ccccc1,9100.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1ccccc1I,4100.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1ccccc1OC,8000.0
CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1ccccc1SC,4100.0
CNC[C@H](c1ccc2ccccc2c1)[C@@H](Cl)c1ccccc1,9800.0
CNC[C@H](c1ccc2ccccc2c1)[C@@H](F)c1ccccc1,11000.0
CNC[C@H](c1ccc2ccccc2c1)[C@@H](O)c1ccccc1F,28000.0
CNC[C@H](c1ccc2ccccc2c1)[C@@H](O)c1ccncc1Cl,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](Cl)c1ccccc1,15000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](F)c1ccccc1,9500.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](N)c1ccccc1,17000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccc(Cl)nc1,7500.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccc(Cl)s1,2100.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccc2c(c1)OCCO2,15000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccccc1,8800.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccccc1C,15000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccccc1F,12000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1cccnc1,25000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1cccs1,4800.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1ccncc1,8400.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](O)c1cncc(OC)c1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OC)c1ccc2c(c1)OCO2,5400.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OC)c1ccccc1,20000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N(C)C)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CCC1)c1ccccc1,29000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CCCC1)c1ccccc1,17000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CCOCC1)c1ccccc1,21000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CC[C@@H](O)C1)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)N1CC[C@H](O)C1)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)NC)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)NC1CC1)c1ccccc1,19000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(=O)NCCO)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCC(N)=O)c1ccccc1,33000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCCO)c1ccccc1,22000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCc1cc(C)no1)c1ccccc1,4700.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCc1cc(C)on1)c1ccccc1,4600.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCc1nc(C)no1)c1ccccc1,15000.0
CNC[C@H](c1ccc2ccccc2c1)[C@H](OCc1noc(C)n1)c1ccccc1,15000.0
CNC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,2000.0
CNC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,1610.0
CNCc1cc(-c2cn(C)nc2-c2ccc(F)cc2)ccn1,38200.0
CNCc1cc(Br)ccc1Oc1ccc(Cl)c(Cl)c1,1620.0
CNCc1cc(C#N)ccc1Oc1ccc(Cl)c(Cl)c1,4560.0
CNCc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1.Cl.Cl,10000.0
CNCc1cc(C(F)(F)F)ccc1Oc1ccc(C)cc1,10400.0
CNCc1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,1310.0
CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,5440.0
CNCc1cc(C)c(C)cc1Oc1ccc(Cl)c(Cl)c1,1480.0
CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,10000.0
CNCc1cc(Cl)ccc1Cn1c2cc[nH]c2c(=O)[nH]c1=S,10000.0
CNCc1cc(Cl)ccc1Oc1ccc(C)c(C)c1,5230.0
CNCc1cc(Cl)ccc1Oc1ccc(Cl)c(Cl)c1,3120.0
CNCc1cc(Cl)ccc1Oc1ccc(Cl)cc1,4790.0
CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1,3210.0
CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,2150.0
CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1,20000.0
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,5570.0
CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,4670.0
CNCc1cc(F)ccc1Oc1ccc(Cl)cc1,7390.0
CNCc1cc(F)ccc1Oc1ccc(F)c(Cl)c1,8290.0
CNCc1cc(Nc2ncc3c(ccn(-c4c(Cl)cccc4Cl)c3=O)n2)ccc1N1CCOCC1,10.0
CNCc1cc(OC)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,10100.0
CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c2)ncn1,5800.0
CNCc1cc(Oc2ccc3n(ccc3c2)C(=O)Nc2ccc(F)c(c2)C(F)(F)F)ncn1,5800.0
CNCc1cc(S(=O)(=O)NC)ccc1Oc1ccc(Cl)c(Cl)c1,4800.0
CNCc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]1CCc2ccc(Oc3ccnc4NC(=O)CCc34)cc2C1,10000.0
CNCc1cc(ccc1Oc1ccc(C)cc1)C(F)(F)F,10400.0
CNCc1cc(ccc1Oc1ccc(Cl)c(Cl)c1)C#N,4560.0
CNCc1cc(ccc1Oc1ccc(Cl)c(Cl)c1)C(F)(F)F,1310.0
CNCc1cc(ccc1Oc1ccc(Cl)c(Cl)c1)C(N)=O,5440.0
CNCc1cc(ccc1Oc1ccc(Cl)c(Cl)c1)S(=O)(=O)NC,4800.0
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,23000.0
CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,3000.0
CNCc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1,974.0
CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,1310.0
CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1,1190.0
CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)cc1,5110.0
CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,1740.0
CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1,1060.0
CNCc1ccc(Cl)cc1Oc1ccc(C)cc1,1640.0
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,1780.0
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1,1240.0
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1,1230.0
CNCc1ccc(Cl)cc1Oc1ccc(Cl)cc1,645.0
CNCc1ccc(Cl)cc1Oc1ccc(F)c(C(F)(F)F)c1,873.0
CNCc1ccc(Cl)cc1Oc1ccc(F)c(C)c1,3040.0
CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,2110.0
CNCc1ccc(Cl)cc1Oc1ccc(F)c(c1)C(F)(F)F,873.0
CNCc1ccc(Cl)cc1Oc1cccc(Cl)c1,2110.0
CNCc1ccc(F)cc1Oc1ccc(Cl)c(Cl)c1,3010.0
CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,692.0
CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C,3000.0
CNCc1ccc(cc1Oc1ccc(Cl)c(Cl)c1)C#N,1310.0
CNCc1ccc(cc1Oc1ccc(Cl)c(Cl)c1)C(F)(F)F,1190.0
CNCc1ccc(cc1Oc1ccc(Cl)cc1)C(F)(F)F,5110.0
CNCc1cccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)c1,17400.0
CNCc1cccc(c1)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1,17400.0
CNCc1ccccc1Oc1ccc(Cl)c(Cl)c1,3880.0
CNCc1cnc(C)cc1Oc1ccccc1Oc1ccccc1,11200.0
CNS(=C)(=O)c1ccc(Nc2ncc(c(N[C@@H]3CCC[C@H]3N(C)C)n2)C(F)(F)F)cc1,20300.0
CNS(=O)(=O)CCN(CCc1ccc(Cl)cc1)C1CCN(CC1)c1nc(N)n[nH]1,16000.0
CNS(=O)(=O)CCN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,16000.0
CNS(=O)(=O)Cc1ccccc1-c1ccc(COC2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1,1400.0
CNS(=O)(=O)Nc1ccc2ccc3ncc(cc3c(=O)c2c1)-c1cnn(C)c1,30000.0
CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n3c(C)nc4ccccc34)(CC2)c2cccc(F)c2)c(Cl)cc1F,19054.61
CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,19054.61
CNS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,12000.0
CNS(=O)(=O)c1ccc(CNc2nc3cnc(nc3n([C@@H](C)C3CC3)c2=O)-c2c(C)ncnc2C2CC2)nc1,12000.0
CNS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(OC)nc1,11000.0
CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,1995.26
CNS(=O)(=O)c1ccc2c(c[nH]c(=O)c2c1)C(=O)NC[C@@H](O)CN1CCC(CC1)Oc1ccc(Cl)c(Cl)c1,1995.26
CNS(=O)(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1,63095.73
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,35300.0
CN[C@@H]1CCN(C1)c1ccc(cn1)-n1ncc2cc(sc2c1=O)-c1ccc(cc1)C(F)(F)F,1800.0
CN[C@@H]1CCN(C1)c1nc(N)nc2c3cc(Cl)cnc3oc12,10000.0
CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)sc4c3=O)cn2)C1,1800.0
CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc12,3250.0
CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,3250.0
CN[C@@H]1CC[C@@H](Oc2cncc(OC)c2-c2cc(Nc3cnc(C#N)cn3)n[nH]2)C1,8700.0
CN[C@@H]1CC[C@H](C1)Oc1cncc(OC)c1-c1cc(Nc2cnc(cn2)C#N)n[nH]1,8700.0
CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,1600.0
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,90400.0
CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,2320.0
CN[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,5270.0
CN[C@H]1CC[C@@H](N2CCc3ccc(NC(=N)c4cccs4)cc32)CC1,13000.0
CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,39000.0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,8317.3
CN[C@H]1CC[C@H](CC1)N1CCc2ccc(cc12)N=C(N)c1cccs1,13000.0
CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,5270.0
CN[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc2C1,2320.0
CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,1600.0
CNc1cc(-c2cnn3c2C(=O)N(c2ccc(C(F)(F)F)cc2)C[C@@H]3C)ccn1,7800.0
CNc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,670.0
CNc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,670.0
CNc1cc(F)cc2c(O)c(C(=O)Nc3ccc(cc3)C(=O)NS(=O)(=O)N(C)C)c(=O)[nH]c12,30000.0
CNc1cc(F)cc2c(O)c(C(=O)Nc3ccc(cc3)C(O)=O)c(=O)[nH]c12,30000.0
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3CC4CCNC4C3)c12,12300.0
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3CC4CCNC4C3)c21,12300.0
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3CCC(=C(F)CN)CC3)c12,18400.0
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3CCC(CC3)=C(F)CN)c21,18400.0
CNc1cc(F)cc2cc(C(=O)Nc3ccc(CO)cc3CN(CCO)C3CCCCC3)c(=O)[nH]c12,2390.0
CNc1cc(F)cc2cc(C(=O)Nc3ccc(cc3CN(CCO)C3CCCCC3)C(O)=O)c(=O)[nH]c12,30000.0
CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(cnn12)C(=O)N[C@H]1CC[C@@H]1OC,30000.0
CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(cnn12)C(=O)N[C@@H]1C[C@@H]1F,30000.0
CNc1cc(Nc2cnc(C#N)c(O[C@@H]3CCN(C)C3)n2)ncc1-c1cnn(C)c1,24000.0
CNc1cc(Nc2cnc(C#N)c(O[C@@H]3CCNC3)n2)ncc1C(=O)OC,16000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1,12000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C#C,8000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(=O)OC,5000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(F)(F)F,1000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C1CC1,6000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1Cl,1000.0
CNc1cc(Nc2cnc(C#N)c(O[C@H]3CCN(C)C3)n2)ncc1-c1cnn(C)c1,19000.0
CNc1ccc(-n2c(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc3n(Cc3c(F)cccc3F)c2=O)nn1,20680.0
CNc1ccc(/C=C/c2c(F)cccc2Cl)cc1,49800.0
CNc1ccc(/C=C/c2c(F)cccc2Cl)cn1,19900.0
CNc1ccc(/C=C/c2c(F)cccc2F)cc1,49100.0
CNc1ccc(\C=C\c2c(F)cccc2Cl)cn1,19900.0
CNc1cccc(C[C@H](N)c2ccccc2-c2noc3cc(ccc23)C#N)n1,540.0
CNc1ccnc(OCc2cn(nn2)-c2ccc(F)c(OC(F)F)c2)n1,10000.0
CNc1nc(C)c2cc(cc(OC3CCOCC3)c2n1)-c1cnc(OC)c(NS(=O)(=O)c2ccc(F)cc2F)c1,10000.0
CNc1nc(C)c2cc(cc(O[C@@H]3CCOC3)c2n1)-c1cnc(OC)c(NS(=O)(=O)c2ccc(F)cc2F)c1,10000.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,2700.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(N4CCOCC4)cc3)cc2n1,1800.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC(F)(F)F)cc3)cc2n1,2800.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1,6800.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1,2000.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccccc3)cc2n1,8500.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc(OC(F)(F)F)cc1,2800.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc(OC)nc1,6800.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc(cc1)C(F)(F)F,2700.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc(cc1)N1CCOCC1,1800.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc2nonc2c1,2000.0
CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccccc1,8500.0
CNc1nc(NCCN2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,1400.0
CNc1nc(NCCN2CCNCC2)c2sc(cc2n1)-c1ccc(cc1)C(F)(F)F,1400.0
CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1,1200.0
CNc1nc(Nc2ccc(-n3cnc(Cl)c3)c(OC)c2)nc2c1CC[C@H]2c1ccccc1,200.0
CNc1nc(Nc2ccc(c(OC)c2)-n2cnc(C)n2)nc2[C@@H](CCc12)c1ccc(F)cc1,1200.0
CNc1nc(Nc2ccc(c(OC)c2)-n2cnc(Cl)c2)nc2[C@@H](CCc12)c1ccccc1,200.0
CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,4600.0
CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2([S@](C)(=N)=O)CC2)n1,15000.0
CNc1nc2ccccc2n1-c1nc(cc(n1)C1(CC1)S(C)(=O)=O)N1CCOC[C@H]1C,4600.0
CNc1nc2ccccc2n1-c1nc(cc(n1)C1(CC1)[S@](C)(=N)=O)N1CCOC[C@H]1C,15000.0
CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,4000000.0
CNc1ncc2cc(-c3ccc(cc3Cl)-c3cccc(C)n3)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,10000.0
CNc1nccc(-c2n[nH]c3nc(N4CCC(C)(N)CC4)cnc23)c1Cl,3500.0
CNc1nccc(-c2n[nH]c3nc(N4CCC5(CO[C@@H](C)[C@H]5N)CC4)n(C)c(=O)c23)c1Cl,30000.0
CNc1nccc(-c2n[nH]c3nc(cnc23)N2CCC(C)(N)CC2)c1Cl,3500.0
CNc1nccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)n1,9400.0
CNc1nccc(Sc2cnc3[nH]c(N4CCC5(CC4)Cc4ccccc4[C@H]5N)nc3n2)c1Cl,4200.0
CNc1nccc(Sc2ncc(N3CCC4(CC3)Cc3ncccc3[C@H]4N)nc2N)c1Cl,2000.0
CNc1nccc(n1)N1CCC2(CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2)C1=O,9400.0
CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1,30000.0
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,54200.0
CNc1nn2cc3CN(C)CCc3nc2c1S(=O)(=O)c1ccccc1,500.0
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3,500.0
CNc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(C)ccc12,13000.0
CNc1noc2c(c(C)ccc12)-c1ccc2c(nncc2c1)N1CCOC[C@@H]1C,13000.0
CO/N=C(/Cc1c(F)cnc2ccc(OC)nc12)C12CCC(NCc3ccc4c(n3)NC(=O)CO4)(CC1)CO2,2500.0
CO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,250.0
CO/N=C/COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,3200.0
CO/N=C/c1ccc2nc(OC)c([C@@H](c3ccccc3)[C@](O)(CCN(C)C)c3cccc4ccccc34)cc2c1,2200.0
CO/N=C1\CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1,25000.0
CO/N=C1\CN(c2nc3c(cc2F)C(=O)C(C(=O)O)CN3C2CC2)CC12CNC2,218776.16
COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(C(C)C)c1ccc(Br)cc1,12500.0
COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,12500.0
COC(=O)C(CCC(=O)N1CCN(CC1)c1ccccc1OC)(C(C)C)c1ccc(Br)cc1,16800.0
COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,16800.0
COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(C)C)c1ccc(Br)cc1,178.0
COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,178.0
COC(=O)C(CCCN1CC=C(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,1260.0
COC(=O)C(CCCN1CCC(=CC1)c1ccccc1OC)(C(C)C)c1ccc(Br)cc1,1260.0
COC(=O)C(CCCN1CCC(CC1)c1ccccc1OC)(C(C)C)c1ccc(Br)cc1,780.0
COC(=O)C(CCCN1CCC(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,780.0
COC(=O)C(CCCN1CCN(CC1)c1ccccc1OC)(C(C)C)c1ccc(Br)cc1,1380.0
COC(=O)C(CCCN1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C,1380.0
COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Br)cc1,4660.0
COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(OC2CCCC2)cc1,9560.0
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(CC2=Cc3ccccc3OC2(C)C)CC1,13830.0
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(C(F)(F)F)cc2)CC1,290.0
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(OC)cc2)CC1,130.0
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(cc2)C(F)(F)F)CC1,290.0
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2cccc(C(F)(F)F)c2)CC1,890.0
